Date,Open,High,Low,Close,Adj Close,Volume
12-01-2017,229.059998,230.699997,225.580002,229.589996,229.589996,3790200
13-01-2017,230,237.850006,229.589996,237.75,237.75,6093000
17-01-2017,236.699997,239.960007,234.369995,235.580002,235.580002,4611900
18-01-2017,236.649994,239.710007,235.580002,238.360001,238.360001,3769000
19-01-2017,247.25,248.679993,240.75,243.759995,243.759995,7732300
20-01-2017,245.460007,246,243.009995,244.729996,244.729996,4204300
23-01-2017,245.850006,250.889999,245.5,248.919998,248.919998,6262900
24-01-2017,250,254.800003,249.649994,254.610001,254.610001,4965500
25-01-2017,257.309998,258.459991,251.800003,254.470001,254.470001,5142600
26-01-2017,254.289993,255.740005,250.75,252.509995,252.509995,3152100
27-01-2017,251.380005,253,248.520004,252.949997,252.949997,3166300
30-01-2017,252.529999,255.289993,247.100006,250.630005,250.630005,3801100
31-01-2017,249.240005,255.889999,247.699997,251.929993,251.929993,4116100
01-02-2017,253.050003,253.199997,249.050003,249.240005,249.240005,3958800
02-02-2017,248.339996,252.419998,247.710007,251.550003,251.550003,2499800
03-02-2017,251.910004,252.179993,249.679993,251.330002,251.330002,2186700
06-02-2017,251,257.820007,250.630005,257.769989,257.769989,3562500
07-02-2017,258.190002,260,256.420013,257.480011,257.480011,4244800
08-02-2017,257.350006,263.359985,256.200012,262.079987,262.079987,3933000
09-02-2017,266.25,271.179993,266.149994,269.200012,269.200012,7820200
10-02-2017,269.790009,270.950012,266.109985,269.230011,269.230011,3619700
13-02-2017,270.73999,280.790009,270.51001,280.600006,280.600006,7029600
14-02-2017,279.029999,287.390015,278.609985,280.980011,280.980011,7329400
15-02-2017,280,282.23999,276.440002,279.76001,279.76001,4947900
16-02-2017,277.600006,280,268.5,268.950012,268.950012,7077300
17-02-2017,265.799988,272.890015,264.149994,272.230011,272.230011,6257100
21-02-2017,275.450012,281.399994,274.01001,277.390015,277.390015,5676700
22-02-2017,280.309998,283.450012,272.600006,273.51001,273.51001,8755000
23-02-2017,264,264.660004,255.559998,255.990005,255.990005,14915200
24-02-2017,252.660004,258.25,250.199997,257,257,8171600
27-02-2017,248.169998,248.360001,242.009995,246.229996,246.229996,11460800
28-02-2017,244.190002,251,243.899994,249.990005,249.990005,6078100
01-03-2017,254.179993,254.850006,249.110001,250.020004,250.020004,4809500
02-03-2017,249.710007,253.279999,248.270004,250.479996,250.479996,3351800
03-03-2017,250.740005,251.899994,249,251.570007,251.570007,2919400
06-03-2017,247.910004,251.699997,247.509995,251.210007,251.210007,3355500
07-03-2017,251.919998,253.889999,248.320007,248.589996,248.589996,3459500
08-03-2017,247,250.070007,245.320007,246.869995,246.869995,3725200
09-03-2017,247.630005,248.660004,243,244.899994,244.899994,3879300
10-03-2017,246.210007,246.5,243,243.690002,243.690002,3066300
13-03-2017,244.820007,246.850006,242.779999,246.169998,246.169998,3022600
14-03-2017,246.110001,258.119995,246.020004,258,258,7598400
15-03-2017,257,261,254.270004,255.729996,255.729996,5330800
16-03-2017,262.399994,265.75,259.059998,262.049988,262.049988,7132200
17-03-2017,264,265.329987,261.200012,261.5,261.5,6497500
20-03-2017,260.600006,264.549988,258.820007,261.920013,261.920013,3614300
21-03-2017,262.829987,264.799988,250.240005,250.679993,250.679993,6908600
22-03-2017,251.559998,255.070007,250.509995,255.009995,255.009995,4059300
23-03-2017,255.389999,257.670013,253.300003,254.779999,254.779999,3320200
24-03-2017,255.699997,263.890015,255.009995,263.160004,263.160004,5647300
27-03-2017,260.600006,270.570007,259.75,270.220001,270.220001,6230800
28-03-2017,277.019989,280.679993,275,277.450012,277.450012,7987600
29-03-2017,278.339996,279.600006,275.540009,277.380005,277.380005,3676200
30-03-2017,278.040009,282,277.209991,277.920013,277.920013,4148400
31-03-2017,278.730011,279.679993,276.320007,278.299988,278.299988,3294600
03-04-2017,286.899994,299,284.579987,298.519989,298.519989,13888600
04-04-2017,296.890015,304.809998,294.529999,303.700012,303.700012,10134600
05-04-2017,302.040009,304.880005,294.200012,295,295,7880900
06-04-2017,296.880005,301.940002,294.100006,298.700012,298.700012,5520600
07-04-2017,297.5,302.690002,297.149994,302.540009,302.540009,4579600
10-04-2017,309.149994,313.730011,308.709991,312.390015,312.390015,7664500
11-04-2017,313.380005,313.470001,305.5,308.709991,308.709991,5724600
12-04-2017,306.339996,308.450012,296.320007,296.839996,296.839996,6050700
13-04-2017,296.700012,307.390015,295.299988,304,304,9284600
17-04-2017,302.700012,304,298.679993,301.440002,301.440002,4138700
18-04-2017,299.700012,300.839996,297.899994,300.25,300.25,3035700
19-04-2017,302.459991,306.619995,302.109985,305.519989,305.519989,3898000
20-04-2017,306.51001,309.149994,300.230011,302.51001,302.51001,6149400
21-04-2017,302,306.399994,300.420013,305.600006,305.600006,4509800
24-04-2017,309.220001,310.549988,306.019989,308.029999,308.029999,5083500
25-04-2017,308,313.980011,305.859985,313.790009,313.790009,6737700
26-04-2017,312.369995,314.5,309,310.170013,310.170013,4695000
27-04-2017,311.690002,313.089996,307.5,308.630005,308.630005,3468600
28-04-2017,309.829987,314.799988,308,314.070007,314.070007,4463400
01-05-2017,314.880005,327.25,314.809998,322.829987,322.829987,8829600
02-05-2017,324,327.660004,316.559998,318.890015,318.890015,5382800
03-05-2017,317.670013,321.529999,310.450012,311.019989,311.019989,7133400
04-05-2017,307.440002,307.769989,290.76001,295.459991,295.459991,14152000
05-05-2017,298,308.549988,296.799988,308.350006,308.350006,8177300
08-05-2017,310.899994,313.790009,305.820007,307.190002,307.190002,7006500
09-05-2017,309.380005,321.98999,309.100006,321.26001,321.26001,9676500
10-05-2017,321.559998,325.5,318.119995,325.220001,325.220001,5741600
11-05-2017,323.399994,326,319.600006,323.100006,323.100006,4753800
12-05-2017,325.480011,327,321.529999,324.809998,324.809998,4121600
15-05-2017,318.380005,320.200012,312.529999,315.880005,315.880005,7622000
16-05-2017,317.589996,320.059998,315.140015,317.01001,317.01001,4152500
17-05-2017,314.390015,314.630005,305.5,306.109985,306.109985,6711900
18-05-2017,307,313.940002,305.309998,313.059998,313.059998,5653800
19-05-2017,315.5,316.5,310.200012,310.829987,310.829987,4687600
22-05-2017,312.799988,314.369995,306.799988,310.350006,310.350006,4329200
23-05-2017,310.459991,310.730011,303.480011,303.859985,303.859985,4318400
24-05-2017,306.51001,311,305.399994,310.220001,310.220001,5033300
25-05-2017,311.019989,316.970001,307.809998,316.829987,316.829987,5014000
26-05-2017,317.279999,325.48999,316.309998,325.140015,325.140015,7802200
30-05-2017,326,336.279999,325.76001,335.100006,335.100006,7782900
31-05-2017,337.690002,342.890015,335.160004,341.01001,341.01001,9963400
01-06-2017,344,344.880005,337.290009,340.369995,340.369995,7608000
02-06-2017,339.769989,342.880005,335.929993,339.850006,339.850006,5590200
05-06-2017,338.5,348.440002,334.209991,347.320007,347.320007,6784400
06-06-2017,344.700012,359.48999,339.970001,352.850006,352.850006,11086800
07-06-2017,356.339996,360.5,355.140015,359.649994,359.649994,9398000
08-06-2017,363.75,371.899994,360.220001,370,370,9009800
09-06-2017,374.420013,376.869995,354.799988,357.320007,357.320007,17261400
12-06-2017,357.98999,364.5,350.619995,359.01001,359.01001,10517700
13-06-2017,367.619995,376,366.609985,375.950012,375.950012,11807900
14-06-2017,381.089996,384.25,376.309998,380.660004,380.660004,12818400
15-06-2017,372.5,375.459991,366.48999,375.339996,375.339996,10426500
16-06-2017,377.980011,378.01001,370.100006,371.399994,371.399994,6731000
19-06-2017,375,376.700012,367.799988,369.799988,369.799988,6549300
20-06-2017,376.670013,378.880005,369.730011,372.23999,372.23999,7438700
21-06-2017,374.350006,376.98999,368.019989,376.399994,376.399994,4923200
22-06-2017,377.98999,385,373.570007,382.609985,382.609985,7529800
23-06-2017,382.450012,386.98999,379.350006,383.450012,383.450012,6445800
26-06-2017,386.690002,386.950012,373.100006,377.48999,377.48999,6604100
27-06-2017,376.399994,376.399994,362.019989,362.369995,362.369995,6996400
28-06-2017,366.679993,371.73999,362.519989,371.23999,371.23999,6302500
29-06-2017,370.609985,371,354.100006,360.75,360.75,8221000
30-06-2017,363.709991,366.769989,359.619995,361.609985,361.609985,5848500
03-07-2017,370.23999,371.350006,351.5,352.619995,352.619995,6305400
05-07-2017,347.200012,347.23999,326.329987,327.089996,327.089996,17046700
06-07-2017,317.26001,320.790009,306.299988,308.829987,308.829987,19324500
07-07-2017,313.5,317,307.380005,313.220001,313.220001,14176900
10-07-2017,312.899994,317.940002,303.130005,316.049988,316.049988,13820900
11-07-2017,316,327.279999,314.299988,327.220001,327.220001,11559400
12-07-2017,330.399994,333.100006,324.5,329.519989,329.519989,10346100
13-07-2017,330.109985,331.600006,319.970001,323.410004,323.410004,8594500
14-07-2017,323.190002,328.420013,321.220001,327.779999,327.779999,5625200
17-07-2017,325.540009,327.100006,313.450012,319.570007,319.570007,9876900
18-07-2017,317.5,329.130005,315.660004,328.23999,328.23999,6373700
19-07-2017,328.230011,331.649994,323.220001,325.26001,325.26001,6357000
20-07-2017,326.899994,330.220001,324.200012,329.920013,329.920013,5166200
21-07-2017,329.459991,331.26001,325.799988,328.399994,328.399994,4901600
24-07-2017,330.23999,343.399994,330.01001,342.519989,342.519989,8637100
25-07-2017,345,345.600006,334.149994,339.600006,339.600006,6989200
26-07-2017,340.359985,345.5,338.119995,343.850006,343.850006,4820800
27-07-2017,346,347.5,326.290009,334.459991,334.459991,8302400
28-07-2017,336.890015,339.600006,332.51001,335.070007,335.070007,4880400
31-07-2017,335.5,341.48999,321.040009,323.470001,323.470001,8535100
01-08-2017,323,324.450012,316.130005,319.570007,319.570007,8303100
02-08-2017,318.940002,327.119995,311.220001,325.890015,325.890015,13091500
03-08-2017,345.329987,350,343.149994,347.089996,347.089996,13535000
04-08-2017,347,357.269989,343.299988,356.910004,356.910004,9268900
07-08-2017,357.350006,359.480011,352.75,355.170013,355.170013,6324500
08-08-2017,357.529999,368.579987,357.399994,365.220001,365.220001,7449800
09-08-2017,361,370,358.950012,363.529999,363.529999,6892100
10-08-2017,361.600006,366.649994,354.660004,355.399994,355.399994,7092900
11-08-2017,356.970001,361.26001,353.619995,357.869995,357.869995,4365800
14-08-2017,364.630005,367.660004,362.600006,363.799988,363.799988,4502700
15-08-2017,365.200012,365.48999,359.369995,362.329987,362.329987,3085100
16-08-2017,363,366.5,362.519989,362.910004,362.910004,3413800
17-08-2017,361.209991,363.299988,351.589996,351.920013,351.920013,5027700
18-08-2017,352.910004,354,345.799988,347.459991,347.459991,5408200
21-08-2017,345.820007,345.820007,331.850006,337.859985,337.859985,6495400
22-08-2017,341.130005,342.23999,337.369995,341.350006,341.350006,4322000
23-08-2017,338.98999,353.48999,338.299988,352.769989,352.769989,4954500
24-08-2017,352.519989,356.660004,349.73999,352.929993,352.929993,4584700
25-08-2017,354.23999,355.690002,347.299988,348.049988,348.049988,3484000
28-08-2017,347.279999,347.350006,339.720001,345.660004,345.660004,3764000
29-08-2017,339.480011,349.049988,338.75,347.359985,347.359985,4073700
30-08-2017,349.670013,353.470001,347,353.179993,353.179993,3412900
31-08-2017,353.549988,358.440002,352.820007,355.899994,355.899994,4072800
01-09-2017,356.119995,357.589996,353.690002,355.399994,355.399994,3049500
05-09-2017,353.799988,355.48999,345.890015,349.589996,349.589996,3835100
06-09-2017,349.5,350.980011,341.559998,344.529999,344.529999,4091400
07-09-2017,345.980011,352.480011,343.450012,350.609985,350.609985,4239200
08-09-2017,348.98999,349.779999,342.299988,343.399994,343.399994,3263500
11-09-2017,351.350006,363.709991,350,363.690002,363.690002,7667100
12-09-2017,364.48999,368.76001,360.399994,362.75,362.75,5972900
13-09-2017,363.820007,368.070007,359.589996,366.230011,366.230011,4185200
14-09-2017,364.329987,377.959991,362.630005,377.640015,377.640015,7202500
15-09-2017,374.51001,380,372.700012,379.809998,379.809998,5420500
18-09-2017,380.25,389.609985,377.679993,385,385,7188000
19-09-2017,380,382.390015,373.570007,375.100006,375.100006,6451900
20-09-2017,373,378.25,371.070007,373.910004,373.910004,4919100
21-09-2017,374.899994,376.829987,364.51001,366.480011,366.480011,4618200
22-09-2017,366.48999,369.899994,350.880005,351.089996,351.089996,8159400
25-09-2017,353.149994,357.470001,342.880005,344.98999,344.98999,7605900
26-09-2017,350.929993,351.23999,340.899994,345.25,345.25,7156300
27-09-2017,349.899994,351.48999,340.5,340.970001,340.970001,6060300
28-09-2017,339.880005,342.75,335.399994,339.600006,339.600006,5319600
29-09-2017,341.859985,344.679993,338.600006,341.100006,341.100006,5107100
02-10-2017,342.519989,343.700012,335.51001,341.529999,341.529999,5286800
03-10-2017,335.899994,348.549988,331.279999,348.140015,348.140015,10153600
04-10-2017,351.25,358.619995,349.600006,355.01001,355.01001,8163500
05-10-2017,356,357.440002,351.350006,355.329987,355.329987,4171700
06-10-2017,353.100006,360.100006,352.25,356.880005,356.880005,4297500
09-10-2017,349.649994,351.75,342.670013,342.940002,342.940002,7493700
10-10-2017,346.799988,355.630005,345.529999,355.589996,355.589996,6978500
11-10-2017,353.890015,357.600006,351.149994,354.600006,354.600006,4500800
12-10-2017,352.950012,359.779999,352.640015,355.679993,355.679993,4087000
13-10-2017,356.980011,358.48999,353.679993,355.570007,355.570007,3540500
16-10-2017,353.76001,354.480011,347.160004,350.600006,350.600006,5375500
17-10-2017,350.910004,356.220001,350.070007,355.75,355.75,3293300
18-10-2017,355.970001,363,354.130005,359.649994,359.649994,4939100
19-10-2017,355.559998,357.149994,348.200012,351.809998,351.809998,5061800
20-10-2017,352.690002,354.549988,344.339996,345.100006,345.100006,4930400
23-10-2017,349.880005,349.950012,336.25,337.019989,337.019989,5747300
24-10-2017,338.799988,342.799988,336.160004,337.339996,337.339996,4491700
25-10-2017,336.700012,337.5,323.559998,325.839996,325.839996,8594100
26-10-2017,327.779999,330.230011,323.200012,326.170013,326.170013,5023500
27-10-2017,319.75,324.589996,316.660004,320.869995,320.869995,6979700
30-10-2017,319.179993,323.779999,317.25,320.079987,320.079987,4254400
31-10-2017,320.230011,331.950012,320.179993,331.529999,331.529999,5672300
01-11-2017,332.25,332.609985,320.26001,321.079987,321.079987,8457300
02-11-2017,300.130005,308.690002,292.630005,299.26001,299.26001,19791400
03-11-2017,299.5,306.25,295.130005,306.089996,306.089996,8894000
06-11-2017,307,307.5,299.01001,302.779999,302.779999,6486000
07-11-2017,301.019989,306.5,300.029999,306.049988,306.049988,5294300
08-11-2017,305.5,306.890015,301.299988,304.390015,304.390015,4725300
09-11-2017,302.5,304.459991,296.299988,302.98999,302.98999,5447100
10-11-2017,302.5,308.359985,301.850006,302.98999,302.98999,4625400
13-11-2017,300.130005,316.799988,299.109985,315.399994,315.399994,7584900
14-11-2017,315,316.350006,306.899994,308.700012,308.700012,5676100
15-11-2017,306.01001,312.48999,301.5,311.299988,311.299988,5978700
16-11-2017,313.98999,318.140015,311.299988,312.5,312.5,5822100
17-11-2017,325.670013,326.670013,313.149994,315.049988,315.049988,13735100
20-11-2017,313.790009,315.5,304.75,308.73999,308.73999,8247700
21-11-2017,310.859985,318.230011,308.709991,317.809998,317.809998,7261300
22-11-2017,316.769989,317.420013,311.839996,312.600006,312.600006,4917600
24-11-2017,313.790009,316.410004,311,315.549988,315.549988,3244100
27-11-2017,313.25,317.339996,309.51001,316.809998,316.809998,4555900
28-11-2017,316.359985,320,313.920013,317.549988,317.549988,4949500
29-11-2017,317.299988,318,301.230011,307.540009,307.540009,8767400
30-11-2017,308.559998,310.700012,304.540009,308.850006,308.850006,4351600
01-12-2017,305.440002,310.320007,305.049988,306.529999,306.529999,4292900
04-12-2017,306.5,308.269989,300.609985,305.200012,305.200012,5835100
05-12-2017,302,308,301,303.700012,303.700012,4646500
06-12-2017,300.100006,313.390015,300,313.26001,313.26001,7195300
07-12-2017,312,318.630005,311.049988,311.23999,311.23999,4780600
08-12-2017,314.600006,316.980011,311.26001,315.130005,315.130005,3468500
11-12-2017,314.630005,329.01001,313.75,328.910004,328.910004,7938000
12-12-2017,330.450012,341.440002,330.029999,341.029999,341.029999,8733200
13-12-2017,340.929993,344.220001,336.5,339.029999,339.029999,6221500
14-12-2017,341.01001,347.440002,336.899994,337.890015,337.890015,5799900
15-12-2017,342.040009,343.899994,335.76001,343.450012,343.450012,6933200
18-12-2017,344.899994,346.730011,337.579987,338.869995,338.869995,5476200
19-12-2017,340.26001,341.48999,330.299988,331.100006,331.100006,6825000
20-12-2017,332.690002,333.100006,325.040009,328.980011,328.980011,5953800
21-12-2017,329.589996,333.73999,327.209991,331.660004,331.660004,4385200
22-12-2017,329.51001,330.920013,324.820007,325.200012,325.200012,4215800
26-12-2017,323.829987,323.940002,316.579987,317.290009,317.290009,4378400
27-12-2017,316,317.679993,310.75,311.640015,311.640015,4712100
28-12-2017,311.75,315.820007,309.540009,315.359985,315.359985,4316300
29-12-2017,316.179993,316.410004,310,311.350006,311.350006,3777200
02-01-2018,312,322.109985,311,320.529999,320.529999,4352200
03-01-2018,321,325.25,315.549988,317.25,317.25,4521500
04-01-2018,312.869995,318.549988,305.679993,314.619995,314.619995,9946300
05-01-2018,316.619995,317.23999,312,316.579987,316.579987,4591200
08-01-2018,316,337.019989,315.5,336.410004,336.410004,9859400
09-01-2018,335.160004,338.799988,327.399994,333.690002,333.690002,7146600
10-01-2018,332.200012,337,330,334.799988,334.799988,4309900
11-01-2018,335.23999,344.809998,333.26001,337.950012,337.950012,6645500
12-01-2018,338.630005,340.410004,333.670013,336.220001,336.220001,4825100
16-01-2018,337.540009,345,334.799988,340.059998,340.059998,6474300
17-01-2018,340.470001,349,339.75,347.160004,347.160004,7083700
18-01-2018,345.670013,352.299988,343.73999,344.570007,344.570007,5685800
19-01-2018,345,350.589996,342.600006,350.019989,350.019989,4888300
22-01-2018,349.399994,357.829987,349.200012,351.559998,351.559998,6210400
23-01-2018,360,360.5,351,352.790009,352.790009,5465400
24-01-2018,354.579987,354.75,343.519989,345.890015,345.890015,5287500
25-01-2018,348.269989,349.200012,336.399994,337.640015,337.640015,6740300
26-01-2018,341.5,344,335.709991,342.850006,342.850006,4539400
29-01-2018,339.850006,350.850006,338.279999,349.529999,349.529999,4747100
30-01-2018,345.140015,348.269989,342.170013,345.820007,345.820007,4717700
31-01-2018,347.51001,356.190002,345.190002,354.309998,354.309998,6214100
01-02-2018,351,359.660004,348.630005,349.25,349.25,4197700
02-02-2018,348.440002,351.950012,340.51001,343.75,343.75,3704800
05-02-2018,337.970001,344.470001,333,333.130005,333.130005,4464100
06-02-2018,325.209991,336.220001,323.5,333.970001,333.970001,5088400
07-02-2018,338.98999,346,335.660004,345,345,6969200
08-02-2018,343.309998,348.619995,314.600006,315.230011,315.230011,10314600
09-02-2018,319.929993,320.980011,294.76001,310.420013,310.420013,12933700
12-02-2018,316.130005,318.079987,306.25,315.730011,315.730011,6227800
13-02-2018,315.019989,324.190002,312.51001,323.660004,323.660004,4560200
14-02-2018,320.839996,326.170013,318.519989,322.309998,322.309998,3950700
15-02-2018,324.5,334.119995,322.399994,334.070007,334.070007,5912900
16-02-2018,332.5,343.119995,331.640015,335.48999,335.48999,5642600
20-02-2018,334.470001,340.839996,331.5,334.769989,334.769989,4009400
21-02-2018,336.029999,339.690002,333.170013,333.299988,333.299988,3219600
22-02-2018,335.529999,347.440002,334.75,346.170013,346.170013,6969800
23-02-2018,347.829987,354.98999,347.100006,352.049988,352.049988,5817400
26-02-2018,353.5,359,352.359985,357.420013,357.420013,4340000
27-02-2018,356.25,359.98999,350.01001,350.98999,350.98999,4797400
28-02-2018,352.570007,355.23999,342.220001,343.059998,343.059998,6069700
01-03-2018,345.01001,348.670013,330.070007,330.929993,330.929993,6885600
02-03-2018,326.980011,335.220001,322.970001,335.119995,335.119995,5092800
05-03-2018,332.390015,337.75,329.290009,333.350006,333.350006,3823800
06-03-2018,333.75,336.369995,327.029999,328.200012,328.200012,4285700
07-03-2018,325.440002,332.5,321.73999,332.299988,332.299988,5007300
08-03-2018,332.859985,333.299988,326.269989,329.100006,329.100006,3566200
09-03-2018,324.100006,328.48999,322.369995,327.170013,327.170013,5506800
12-03-2018,328.609985,347.209991,326.5,345.51001,345.51001,8264000
13-03-2018,328.609985,347.209991,326.5,341.839996,341.839996,5965800
14-03-2018,336.76001,339.809998,323.929993,326.630005,326.630005,7967400
15-03-2018,329.380005,332.850006,321.100006,325.600006,325.600006,6564800
16-03-2018,322.929993,327.399994,319.070007,321.350006,321.350006,6117300
19-03-2018,316.5,320.75,309.670013,313.559998,313.559998,7484300
20-03-2018,314.869995,316.25,308.76001,310.549988,310.549988,4764300
21-03-2018,310.25,322.440002,310.190002,316.529999,316.529999,5958400
22-03-2018,313.890015,318.820007,308.179993,309.100006,309.100006,4939800
23-03-2018,311.25,311.25,300.450012,301.540009,301.540009,6654900
26-03-2018,307.339996,307.589996,291.359985,304.179993,304.179993,8375200
27-03-2018,304,304.269989,277.179993,279.179993,279.179993,13872000
28-03-2018,264.579987,268.679993,252.100006,257.779999,257.779999,21001400
29-03-2018,256.48999,270.959991,248.210007,266.130005,266.130005,15170700
02-04-2018,256.26001,260.329987,244.589996,252.479996,252.479996,16114000
03-04-2018,269.820007,273.350006,254.490005,267.529999,267.529999,18844400
04-04-2018,252.779999,288.369995,252,286.940002,286.940002,19896700
05-04-2018,289.339996,306.26001,288.200012,305.720001,305.720001,19121100
06-04-2018,301,309.279999,295.5,299.299988,299.299988,13520300
09-04-2018,300.369995,309.5,289.209991,289.660004,289.660004,10249800
10-04-2018,298.970001,307.100006,293.679993,304.700012,304.700012,10989800
11-04-2018,300.73999,308.980011,299.660004,300.929993,300.929993,7482900
12-04-2018,302.320007,303.950012,293.679993,294.079987,294.079987,7608800
13-04-2018,303.600006,303.950012,295.980011,300.339996,300.339996,7327200
16-04-2018,299,299.660004,289.01001,291.209991,291.209991,6338500
17-04-2018,288.869995,292.170013,282.51001,287.690002,287.690002,7000000
18-04-2018,291.079987,300.23999,288.160004,293.350006,293.350006,6557700
19-04-2018,291.079987,301.01001,288.549988,300.079987,300.079987,6090600
20-04-2018,295.170013,299.980011,289.75,290.23999,290.23999,5627900
23-04-2018,291.290009,291.619995,282.329987,283.369995,283.369995,4893400
24-04-2018,285,287.089996,278.459991,283.459991,283.459991,5685300
25-04-2018,283.5,285.160004,277.25,280.690002,280.690002,4013600
26-04-2018,278.75,285.790009,276.5,285.480011,285.480011,4356000
27-04-2018,285.369995,294.470001,283.829987,294.079987,294.079987,4364600
30-04-2018,293.609985,298.730011,292.5,293.899994,293.899994,4228200
01-05-2018,293.51001,300.820007,293.220001,299.920013,299.920013,4625600
02-05-2018,298.570007,306.850006,297.779999,301.149994,301.149994,8970400
03-05-2018,278.790009,288.040009,275.230011,284.450012,284.450012,17352100
04-05-2018,283,296.859985,279.519989,294.089996,294.089996,8569400
07-05-2018,297.5,305.959991,295.170013,302.769989,302.769989,8678200
08-05-2018,300.799988,307.75,299,301.970001,301.970001,5930000
09-05-2018,300.410004,307.01001,300.049988,306.850006,306.850006,5727400
10-05-2018,307.5,312.98999,304.109985,305.019989,305.019989,5651600
11-05-2018,307.700012,308.880005,299.079987,301.059998,301.059998,4679600
14-05-2018,303.320007,304.940002,291.619995,291.970001,291.970001,7286800
15-05-2018,285.01001,286.959991,280.5,284.179993,284.179993,9519200
16-05-2018,283.829987,288.809998,281.559998,286.480011,286.480011,5674000
17-05-2018,285.899994,289.190002,283.970001,284.540009,284.540009,4420600
18-05-2018,284.649994,284.649994,274,276.820007,276.820007,7251900
21-05-2018,281.329987,291.48999,281.299988,284.48999,284.48999,9182600
22-05-2018,287.76001,288,273.420013,275.01001,275.01001,8945800
23-05-2018,277.76001,279.910004,274,279.070007,279.070007,5953100
24-05-2018,278.399994,281.109985,274.890015,277.850006,277.850006,4176700
25-05-2018,277.630005,279.640015,275.609985,278.850006,278.850006,3875100
29-05-2018,278.51001,286.5,276.149994,283.76001,283.76001,5666600
30-05-2018,283.290009,295.01001,281.600006,291.720001,291.720001,7489700
31-05-2018,287.209991,290.369995,282.929993,284.730011,284.730011,5919700
01-06-2018,285.859985,291.950012,283.839996,291.820007,291.820007,5424400
04-06-2018,294.339996,299,293.549988,296.73999,296.73999,4797800
05-06-2018,297.700012,297.799988,286.73999,291.130005,291.130005,5995200
06-06-2018,300.5,322.170013,297.480011,319.5,319.5,18767300
07-06-2018,316.149994,330,313.579987,316.089996,316.089996,14345300
08-06-2018,319,324.480011,317.149994,317.660004,317.660004,8205200
11-06-2018,322.51001,334.660004,322.5,332.100006,332.100006,13183500
12-06-2018,344.700012,354.970001,338,342.769989,342.769989,22347400
13-06-2018,346.709991,347.200012,339.799988,344.779999,344.779999,9469800
14-06-2018,347.630005,358.75,346.600006,357.720001,357.720001,10981000
15-06-2018,353.839996,364.670013,351.25,358.170013,358.170013,10848300
18-06-2018,355.399994,373.730011,354.5,370.829987,370.829987,12073200
19-06-2018,365.160004,370,346.25,352.549988,352.549988,12761900
20-06-2018,358.040009,364.380005,352,362.220001,362.220001,8383700
21-06-2018,362,366.209991,346.269989,347.51001,347.51001,7967100
22-06-2018,351.540009,352.25,332,333.630005,333.630005,10266100
25-06-2018,330.119995,338.470001,327.5,333.01001,333.01001,6931300
26-06-2018,336.049988,343.549988,325.799988,342,342,7452500
27-06-2018,345,350.790009,339.5,344.5,344.5,8333700
28-06-2018,348.660004,357.019989,346.109985,349.929993,349.929993,8398000
29-06-2018,353.329987,353.859985,342.410004,342.950012,342.950012,6492400
02-07-2018,360.070007,364.779999,329.850006,335.070007,335.070007,18759800
03-07-2018,331.75,332.48999,309.690002,310.859985,310.859985,12282600
05-07-2018,313.76001,314.390015,296.220001,309.160004,309.160004,17476400
06-07-2018,304.950012,312.070007,302,308.899994,308.899994,8865500
09-07-2018,311.98999,318.519989,308,318.51001,318.51001,7596800
10-07-2018,324.559998,327.679993,319.200012,322.470001,322.470001,9471500
11-07-2018,315.799988,321.940002,315.070007,318.959991,318.959991,4884100
12-07-2018,321.429993,323.230011,312.769989,316.709991,316.709991,5721200
13-07-2018,315.579987,319.579987,309.25,318.869995,318.869995,5869800
16-07-2018,311.709991,315.160004,306.25,310.100006,310.100006,7818700
17-07-2018,308.809998,324.73999,308.5,322.690002,322.690002,6996200
18-07-2018,325,325.5,316.25,323.850006,323.850006,5624200
19-07-2018,316.329987,323.540009,314.01001,320.230011,320.230011,5915300
20-07-2018,321.230011,323.23999,311.709991,313.579987,313.579987,5162200
23-07-2018,301.839996,305.5,292.859985,303.200012,303.200012,10992900
24-07-2018,304.420013,307.720001,292.549988,297.429993,297.429993,9590800
25-07-2018,296.73999,309.619995,294.5,308.73999,308.73999,7075400
26-07-2018,304.850006,310.700012,303.640015,306.649994,306.649994,4630500
27-07-2018,307.25,307.690002,295.339996,297.179993,297.179993,5703300
30-07-2018,295.899994,296.100006,286.130005,290.170013,290.170013,6814100
31-07-2018,292.25,298.320007,289.070007,298.140015,298.140015,5076900
01-08-2018,297.98999,303,293,300.839996,300.839996,10129400
02-08-2018,328.440002,349.98999,323.160004,349.540009,349.540009,23215000
03-08-2018,347.809998,355,342.529999,348.170013,348.170013,13656500
06-08-2018,345.459991,354.980011,341.820007,341.98999,341.98999,8564300
07-08-2018,343.839996,387.459991,339.149994,379.570007,379.570007,30875800
08-08-2018,369.089996,382.640015,367.119995,370.339996,370.339996,24571200
09-08-2018,365.549988,367.01001,345.730011,352.450012,352.450012,17103700
10-08-2018,354,360,346,355.48999,355.48999,11552000
13-08-2018,361.130005,363.190002,349.019989,356.410004,356.410004,10450200
14-08-2018,358.450012,359.200012,347.100006,347.640015,347.640015,6986400
15-08-2018,341.910004,344.48999,332.140015,338.690002,338.690002,9101300
16-08-2018,339.910004,342.279999,333.820007,335.450012,335.450012,6064000
17-08-2018,323.5,326.769989,303.529999,305.5,305.5,18958600
